URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://interop.esante.gouv.fr/ig/fhir/vs/ValueSet/fr-vs-vs-plandefinition-actions,0.1.0,draft,,VSPlanDefinitionActions,FR Veille Sanitaire PlanDefinition Action Codes,"The FR Veille Sanitaire PlanDefinition Actions CodeSystem is a 'starter set' of codes supported for identifying actions in PlanDefinition.",,"Internal"
